$label,$beginTime,$endTime,$type,label,tr_type,data_in,data_out,word_index,bit_count,is_first_of_frame,is_last_of_frame,status,status.flags, command, data_in,data_out,last_bit,address,data,mosi_crc_correct,mosi_crc,miso_crc_correct,miso_crc,channel_bits,pulse_count,wait_time,external_sync,broad_cast,dsi3_crc_correct,crm_packet,crm_packet.word_1,crm_packet.word_2,packet_index,tdma_packet,tdma_packet.earliest_start_time,tdma_packet.latest_start_time,tdma_packet.symbol_count,tdma_packet.id_symbol_count,tdma_packet.enable,tdma_packet.start_time,tdma_packet.tolerance,tdma_packet.tolerance_int,tdma_packet.tolerance_int_min,tdma_packet.tolerance_int_max,tdma_packet.fine_delay_time,tdma_packet.crc_error_injection,tdma_packet.symbol_coding_error_injection,tdma_packet.chip_length_error_injection,tdma_packet.packet,pdcm_period,packet_count,channel_0,
spi-end,3792863000,3793193000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3793193000,3793523000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,167,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3793523000,3797383000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses 240"",""c5f0 "",""cfba "",-,-,-,-,-,-,-,2'b1,-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3793523000,3796723000,Transaction,"Transactions","SPI_DATA",16'hc5f0,16'hcfba,168,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3796723000,3797053000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3797053000,3797383000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,168,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3797383000,3801243000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses  98"",""ca62 "",""c5f0 "",-,-,-,-,-,-,-,2'b10,98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3797383000,3800583000,Transaction,"Transactions","SPI_DATA",16'hca62,16'hc5f0,169,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3800583000,3800913000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3800913000,3801243000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,169,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3801243000,3805103000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses 227"",""cbe3 "",""ca62 "",-,-,-,-,-,-,-,2'b10,-29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3801243000,3804443000,Transaction,"Transactions","SPI_DATA",16'hcbe3,16'hca62,170,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3804443000,3804773000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3804773000,3805103000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,170,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3805103000,3808963000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses  12"",""c70c "",""cbe3 "",-,-,-,-,-,-,-,2'b1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3805103000,3808303000,Transaction,"Transactions","SPI_DATA",16'hc70c,16'hcbe3,171,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3808303000,3808633000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3808633000,3808963000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,171,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3808963000,3812823000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses  85"",""ca55 "",""c70c "",-,-,-,-,-,-,-,2'b10,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3808963000,3812163000,Transaction,"Transactions","SPI_DATA",16'hca55,16'hc70c,172,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3812163000,3812493000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3812493000,3812823000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,172,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3812823000,3816683000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses 226"",""c8e2 "",""ca55 "",-,-,-,-,-,-,-,2'b10,-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3812823000,3816023000,Transaction,"Transactions","SPI_DATA",16'hc8e2,16'hca55,173,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3816023000,3816353000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3816353000,3816683000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,173,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3816683000,3820543000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses  66"",""c942 "",""c8e2 "",-,-,-,-,-,-,-,2'b10,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3816683000,3819883000,Transaction,"Transactions","SPI_DATA",16'hc942,16'hc8e2,174,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3819883000,3820213000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3820213000,3820543000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,174,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3820543000,3824403000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses 233"",""c7e9 "",""c942 "",-,-,-,-,-,-,-,2'b1,-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3820543000,3823743000,Transaction,"Transactions","SPI_DATA",16'hc7e9,16'hc942,175,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3823743000,3824073000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3824073000,3824403000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,175,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3824403000,3828263000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses   4"",""cb04 "",""c7e9 "",-,-,-,-,-,-,-,2'b10,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3824403000,3827603000,Transaction,"Transactions","SPI_DATA",16'hcb04,16'hc7e9,176,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3827603000,3827933000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3827933000,3828263000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,176,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3828263000,3832123000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses  22"",""c416 "",""cb04 "",-,-,-,-,-,-,-,2'b1,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3828263000,3831463000,Transaction,"Transactions","SPI_DATA",16'hc416,16'hcb04,177,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3831463000,3831793000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3831793000,3832123000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,177,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3832123000,3835983000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0011, pulses  84"",""cc54 "",""c416 "",-,-,-,-,-,-,-,2'b11,84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3832123000,3835323000,Transaction,"Transactions","SPI_DATA",16'hcc54,16'hc416,178,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3835323000,3835653000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3835653000,3835983000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,178,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3835983000,3839843000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses  86"",""cb56 "",""cc54 "",-,-,-,-,-,-,-,2'b10,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3835983000,3839183000,Transaction,"Transactions","SPI_DATA",16'hcb56,16'hcc54,179,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3839183000,3839513000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3839513000,3839843000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,179,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3839843000,3843703000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses 199"",""c8c7 "",""cb56 "",-,-,-,-,-,-,-,2'b10,-57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3839843000,3843043000,Transaction,"Transactions","SPI_DATA",16'hc8c7,16'hcb56,180,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3843043000,3843373000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3843373000,3843703000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,180,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3843703000,3847563000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0011, pulses 231"",""cde7 "",""c8c7 "",-,-,-,-,-,-,-,2'b11,-25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3843703000,3846903000,Transaction,"Transactions","SPI_DATA",16'hcde7,16'hc8c7,181,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3846903000,3847233000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3847233000,3847563000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,181,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3847563000,3851423000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0000, pulses  48"",""c230 "",""cde7 "",-,-,-,-,-,-,-,2'b0,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3847563000,3850763000,Transaction,"Transactions","SPI_DATA",16'hc230,16'hcde7,182,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3850763000,3851093000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3851093000,3851423000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,182,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3851423000,3855283000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses 197"",""cbc5 "",""c230 "",-,-,-,-,-,-,-,2'b10,-59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3851423000,3854623000,Transaction,"Transactions","SPI_DATA",16'hcbc5,16'hc230,183,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3854623000,3854953000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3854953000,3855283000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,183,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3855283000,3859143000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses  26"",""ca1a "",""cbc5 "",-,-,-,-,-,-,-,2'b10,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3855283000,3858483000,Transaction,"Transactions","SPI_DATA",16'hca1a,16'hcbc5,184,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3858483000,3858813000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3858813000,3859143000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,184,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3859143000,3863003000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0011, pulses 241"",""cff1 "",""ca1a "",-,-,-,-,-,-,-,2'b11,-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3859143000,3862343000,Transaction,"Transactions","SPI_DATA",16'hcff1,16'hca1a,185,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3862343000,3862673000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3862673000,3863003000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,185,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3863003000,3866863000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses 176"",""c9b0 "",""cff1 "",-,-,-,-,-,-,-,2'b10,-80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3863003000,3866203000,Transaction,"Transactions","SPI_DATA",16'hc9b0,16'hcff1,186,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3866203000,3866533000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3866533000,3866863000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,186,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3866863000,3870723000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses 104"",""c868 "",""c9b0 "",-,-,-,-,-,-,-,2'b10,104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3866863000,3870063000,Transaction,"Transactions","SPI_DATA",16'hc868,16'hc9b0,187,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3870063000,3870393000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3870393000,3870723000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,187,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3870723000,3874583000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses  73"",""c549 "",""c868 "",-,-,-,-,-,-,-,2'b1,73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3870723000,3873923000,Transaction,"Transactions","SPI_DATA",16'hc549,16'hc868,188,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3873923000,3874253000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3874253000,3874583000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,188,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3874583000,3878443000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0011, pulses 185"",""cfb9 "",""c549 "",-,-,-,-,-,-,-,2'b11,-71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3874583000,3877783000,Transaction,"Transactions","SPI_DATA",16'hcfb9,16'hc549,189,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3877783000,3878113000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3878113000,3878443000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,189,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3878443000,3882303000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0000, pulses  13"",""c20d "",""cfb9 "",-,-,-,-,-,-,-,2'b0,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3878443000,3881643000,Transaction,"Transactions","SPI_DATA",16'hc20d,16'hcfb9,190,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3881643000,3881973000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
